"divipola.Código.Centro.Poblado","divipola.Nombre.Centro.Poblado","hdx_pcode"
"66001063","SAN CARLOS","COL-"
"66001064","YARUMITO","COL-"
"66001065","PÉNJAMO","COL-"
"66001066","ALTO ERAZO","COL-"
"66001067","CANCELES","COL-"
"66001068","EL BOSQUE","COL-"
"66001069","EL CONGOLO","COL-"
"66001070","EL JARDÍN","COL-"
"66001071","ESTACIÓN VILLEGAS","COL-"
"66001072","GALICIA ALTA","COL-"
"66001073","GILIPINAS","COL-"
"66001074","HERIBERTO HERRERA","COL-"
"66001075","LA CARBONERA","COL-"
"66001076","LA CORALIA","COL-"
"66001077","LA RENTA","COL-"
"66001078","LA SUIZA","COL-"
"66001079","LA YE","COL-"
"66001080","LIBARE","COL-"
"66001081","PÉREZ BAJO","COL-"
"66001082","SAN MARINO","COL-"
"66001083","TRIBUNAS CONSOTA","COL-"
"66001084","EL JORDÁN","COL-"
"66001085","SANTANDER","COL-"
"66001088","LA SIRIA (RES PUERTAS)","COL-"
"66045000","APÍA","COL-"
"66045004","JORDANIA","COL-"
"66045009","LA MARÍA","COL-"
"66075000","BALBOA","COL-"
"66075004","TAMBORES","COL-"
"66075009","TRES ESQUINAS","COL-"
"66088000","BELÉN DE UMBRÍA","COL-"
"66088001","BALDELOMAR","COL-"
"66088002","COLUMBIA","COL-"
"66088003","MATA DE GUADUA","COL-"
"66088004","PUENTE UMBROA","COL-"
"66088005","TAPARCAL","COL-"
"66088006","ANDICA","COL-"
"66088007","BAJO SIRGUIA","COL-"
"66088008","PROVIDENCIA","COL-"
"66088009","SANTA EMILIA","COL-"
"66088010","EL AGUACATE","COL-"
"66088011","EL CONGO","COL-"
"66170000","DOSQUEBRADAS","COL-"
"66170006","LA UNIÓN","COL-"
"66170008","AGUAZUL","COL-"
"66170009","BUENA VISTA","COL-"
"66170010","COMUNEROS","COL-"
"66170011","EL ESTANQUILLO","COL-"
"66170012","GAITÁN","COL-"
"66170013","LA DIVISA","COL-"
"66170017","LA PLAYITA","COL-"
"66170020","NARANJALES","COL-"
"66170021","SANTANA BAJA","COL-"
"66170022","VILLA CAROLA","COL-"
"66318000","GUÁTICA","COL-"
"66318002","SAN CLEMENTE","COL-"
"66318003","SANTA ANA","COL-"
"66318005","EL PARAOSO","COL-"
"66318006","TRAVESÍAS","COL-"
"66318008","GUATICA VIEJO","COL-"
"66318010","BETANIA","COL-"
"66318011","EL JORDAN","COL-"
"66318012","TARQUI","COL-"
"66318015","EL SILENCIO","COL-"
"66318016","OSPIRMA","COL-"
"66383000","LA CELIA","COL-"
"66383001","PATIO BONITO","COL-"
"66400000","LA VIRGINIA","COL-"
"66400001","LA PALMA","COL-"
"66400003","EL AGUACATE","COL-"
"66440000","MARSELLA","COL-"
"66440001","ALTO CAUCA","COL-"
"66440008","PLAN DE VIVIENDA EL RAYO","COL-"
"66440009","ESTACIÓN PEREIRA","COL-"
"66440012","PLAN DE VIVIENDA EL PARAOSO","COL-"
"66440013","PLAN DE VIVIENDA TACURRUMBI","COL-"
"66440014","PUEBLO TAPADO","COL-"
"66456000","MISTRATÓ","COL-"
"66456002","PUERTO DE ORO","COL-"
"66456003","SAN ANTONIO DEL CHAMI","COL-"
"66456010","PINAR DEL ROO","COL-"
"66456011","QUEBRADAS ARRIBA","COL-"
"66572000","PUEBLO RICO","COL-"
"66572001","SANTA CECILIA","COL-"
"66572002","VILLA CLARET","COL-"
"66594000","QUINCHÍA","COL-"
"66594001","BATERO","COL-"
"66594002","IRRA","COL-"
"66594005","MURRAPAL","COL-"
"66594006","NARANJAL","COL-"
"66594007","SANTA ELENA","COL-"
"66594010","MIRACAMPOS","COL-"
"66594011","BUENAVISTA","COL-"
"66594012","MORETA","COL-"
"66594014","SAN JOSE","COL-"
"66594016","ENSENILLAL","COL-"
"66594017","LA ESMERALDA","COL-"
"66594018","LA FLORESTA","COL-"
"66594019","VILLA RICA","COL-"
"66682000","SANTA ROSA DE CABAL","COL-"
"66682001","EL RODEO","COL-"
"66682002","CORREGIMIENTO DEL SUR","COL-"
"66682003","EL ESPAÑOL","COL-"
"66682004","EL MANZANILLO","COL-"
"66682005","EL GUAMAL","COL-"
"66682008","LA CAPILLA","COL-"
"66682009","LA ESTRELLA","COL-"
"66682012","SANTA BÁRBARA","COL-"
"66682014","TARAPACA","COL-"
"66682015","FERMON LOPEZ","COL-"
"66682016","GUAIMARAL","COL-"
"66682017","EL LEMBO","COL-"
"66682018","LOS NEVADOS","COL-"
"66682019","BAJO SAMARIA","COL-"
"66682020","LA FLORIDA","COL-"
"66682021","CEDRALITO","COL-"
"66682022","EL JAZMON","COL-"
"66682023","SAN JUAN","COL-"
"66687000","SANTUARIO","COL-"
"66687001","LA BRETAÑA","COL-"
"66687002","LA MARINA","COL-"
"66687003","PERALONSO","COL-"
"66687004","TOTUY","COL-"
"66687008","EL TAMBO","COL-"
"66687011","CORINTO","COL-"
"66687012","LA BAMBA","COL-"
"66687013","LA ESMERALDA","COL-"
"68001000","BUCARAMANGA","COL-"
"68013000","AGUADA","COL-"
"68020000","ALBANIA","COL-"
"68020001","CARRETERO","COL-"
"68020002","EL HATILLO","COL-"
"68020003","LA MESA","COL-"
"68051000","ARATOCA","COL-"
"68051001","CHIFLAS","COL-"
"68051012","EL HOYO","COL-"
"68077000","BARBOSA","COL-"
"68077001","CITE","COL-"
"68079000","BARICHARA","COL-"
"68079001","GUANE","COL-"
"68079002","BUTAREGUA","COL-"
"68079003","PARAMITO","COL-"
"68081000","BARRANCABERMEJA","COL-"
"68081001","EL CENTRO","COL-"
"68081002","EL LLANITO","COL-"
"68081004","MESETA SAN RAFAEL","COL-"
"68081006","SAN RAFAEL DE CHUCURÍ","COL-"
"68081009","LOS LAURELES","COL-"
"68081010","LA FORTUNA","COL-"
"68092000","BETULIA","COL-"
"68092001","EL RAMO","COL-"
"68092002","MONTEBELLO","COL-"
"68092003","PUTANA","COL-"
"68092004","SAN JORGE","COL-"
"68092005","SANTA BARBARA","COL-"
"68092006","LA DURA","COL-"
"68092007","CERRO DE LA PAZ","COL-"
"68092008","TIENDA NUEVA","COL-"
"68092009","SOL DE ORIENTE","COL-"
"68092010","LA PLAYA","COL-"
"68092011","SOGAMOSO","COL-"
"68101000","BOLÍVAR","COL-"
"68101002","BERBEO","COL-"
"68101007","FLÓREZ","COL-"
"68101010","SANTA ROSA","COL-"
"68101012","TRAPAL","COL-"
"68101014","LA HERMOSURA","COL-"
"68101015","LA MELONA","COL-"
"68101016","GALLEGOS","COL-"
"68101019","SAN ROQUE","COL-"
"68101023","ERMITAÑO","COL-"
"68101024","EXPLANACIÓN-CRUCE NUTRIAS","COL-"
"68101025","SAN MARCOS","COL-"
"68101026","PUERTO GUEVARA","COL-"
"68121000","CABRERA","COL-"
"68132000","CALIFORNIA","COL-"
"68132002","LA BAJA","COL-"
"68147000","CAPITANEJO","COL-"
"68152000","CARCASÍ","COL-"
"68152001","EL TOBAL","COL-"
"68160000","CEPITÁ","COL-"
"68162000","CERRITO","COL-"
"68162007","SERVITÁ","COL-"
"68162011","LA PEDREGOSA","COL-"
"68167000","CHARALÁ","COL-"
"68167003","RIACHUELO","COL-"
"68169000","CHARTA","COL-"
"68169001","LA AGUADA","COL-"
"68169003","OVEJERA","COL-"
"68169004","ESCUELA DE PERICO","COL-"
"68176000","CHIMA","COL-"
"68176003","LA CHIMERA","COL-"
"68176004","PALENCIA","COL-"
"68179000","CHIPATÁ","COL-"
"68190000","CIMITARRA","COL-"
"68190002","PUERTO ARAUJO","COL-"
"68190003","PUERTO OLAYA","COL-"
"68190004","ZAMBITO","COL-"
"68190005","DOS HERMANOS","COL-"
"68190006","SANTA ROSA","COL-"
"68190009","LA VERDE","COL-"
"68190010","GUAYABITO BAJO","COL-"
"68190012","CAMPO SECO","COL-"
"68190014","SAN FERNANDO","COL-"
"68190018","EL ATERRADO","COL-"
"68190020","LA TERRAZA","COL-"
"68190021","PALMAS DEL GUAYABITO","COL-"
"68190022","PRIMAVERA","COL-"
"68190023","SAN JUAN DE LA CARRETERA","COL-"
"68190024","SAN PEDRO DE LA PAZ","COL-"
"68190025","CAMPO PADILLA","COL-"
"68190026","CRUCE DE SANTA ROSA","COL-"
"68190027","LA CURVA DE LA NUBIA","COL-"
"68190028","CASCAJERO","COL-"
"68190029","SAN JUANCITO","COL-"
"68190030","LA TRAVIATA","COL-"
"68190032","LA YE DE LA TORRE","COL-"
"68207000","CONCEPCIÓN","COL-"
"68209000","CONFINES","COL-"
"68211000","CONTRATACIÓN","COL-"
"68211001","SAN PABLO","COL-"
"68217000","COROMORO","COL-"
"68217001","CINCELADA","COL-"
"68229000","CURITÍ","COL-"
"68235000","EL CARMEN DE CHUCURÍ","COL-"
"68235001","ANGOSTURAS DE LOS ANDES","COL-"
"68235004","EL CENTENARIO","COL-"
"68235009","SANTO DOMINGO DEL RAMO","COL-"
"68235017","LA EXPLANACION","COL-"
"68245000","EL GUACAMAYO","COL-"
"68245003","SANTA RITA","COL-"
"68250000","EL PEÑON","COL-"
"68250002","CRUCES","COL-"
"68250003","RIO BLANCO - OTOVAL","COL-"
"68250005","EL DANUBIO","COL-"
"68250006","EL GODO","COL-"
"68250007","GIRON","COL-"
"68250008","JUNON","COL-"
"68250009","SAN FRANCISCO","COL-"
"68255000","EL PLAYÓN","COL-"
"68255001","BARRIO NUEVO","COL-"
"68255002","BETANIA","COL-"
"68255007","ESTACION LAGUNA","COL-"
"68255011","PLANADAS DE LA ARRUMBAZON","COL-"
"68255013","SAN BERNARDO","COL-"
"68255014","SAN PEDRO DE TIGRA","COL-"
"68255015","LA BATECA","COL-"
"68264000","ENCINO","COL-"
"68264001","CANADA","COL-"
"68266000","ENCISO","COL-"
"68266002","PEÑA COLORADA","COL-"
"68271000","FLORIÁN","COL-"
"68271001","LA VENTA","COL-"
"68271003","SAN ANTONIO DE LEONES","COL-"
"68271007","OTROMUNDO","COL-"
"68276000","FLORIDABLANCA","COL-"
"68276012","MONTEARROYO CONDOMINIO","COL-"
"68276013","RUITOQUE COUNTRY CLUB CONDOMINIO","COL-"
"68276014","VALLE DE RUITOQUE","COL-"
"68276015","VILLA EDILIA CONDOMINIO","COL-"
"68276016","VILLA GUADALQUIVIR CONDOMINIO","COL-"
"68296000","GALÁN","COL-"
"68298000","GÁMBITA","COL-"
"68298002","LA PALMA","COL-"
"68307000","GIRÓN","COL-"
"68307002","BOCAS","COL-"
"68307003","MARTA","COL-"
"68307007","ACAPULCO","COL-"
"68318000","GUACA","COL-"
"68318001","BARAYA","COL-"
"68320000","GUADALUPE","COL-"
"68320001","LA SIRENA","COL-"
"68320003","SAN ANTONIO","COL-"
"68320005","EL TIRANO","COL-"
"68322000","GUAPOTÁ","COL-"
"68322002","LA SIBERIA","COL-"
"68324000","GUAVATÁ","COL-"
"68327000","GUEPSA","COL-"
"68327001","LA VIRGEN","COL-"
"68327004","LA AURORA","COL-"
"68327005","LA PORTADA","COL-"
"68344000","HATO","COL-"
"68368000","JESÚS MARÍA","COL-"
"68368001","AGUA FRIA","COL-"
"68368010","LADERAS","COL-"
"68368012","ALTO CRUCES","COL-"
"68368015","CRISTALES","COL-"
"68370000","JORDÁN SUBE","COL-"
"68377000","LA BELLEZA","COL-"
"68377001","LA QUITAY","COL-"
"68377003","EL RUBÍ","COL-"
"68377005","LOS VALLES","COL-"
"68385000","LANDÁZURI","COL-"
"68385001","BAJO JORDAN","COL-"
"68385005","PLAN DE ARMAS","COL-"
"68385006","SAN IGNACIO DEL OPÓN","COL-"
"68385007","MIRALINDO","COL-"
"68385008","KILOMETRO 15","COL-"
"68385009","LA INDIA","COL-"
"68385014","ROO BLANCO","COL-"
"68385015","SAN PEDRO DEL OPON","COL-"
"68397000","LA PAZ","COL-"
"68397002","LA LOMA","COL-"
"68406000","LEBRIJA","COL-"
"68406003","EL CONCHAL","COL-"
"68406009","PORTUGAL","COL-"
"68406013","URIBE URIBE","COL-"
"68406014","VANEGAS","COL-"
"68418000","LOS SANTOS","COL-"
"68425000","MACARAVITA","COL-"
"68425001","BUENAVISTA","COL-"
"68425002","BURAGA","COL-"
"68425003","LA BRICHA","COL-"
"68425004","LA HUERTA","COL-"
"68425005","ILARCUTA - TIENDA NUEVA","COL-"
"68425006","RASGON","COL-"
"68432000","MÁLAGA","COL-"
"68432009","ASODEMA","COL-"
"68444000","MATANZA","COL-"
"68444001","PATIO BARRIDO","COL-"
"68444002","PAUJIL","COL-"
"68444003","SAN FRANCISCO","COL-"
"68444006","SANTA CRUZ DE LA COLINA","COL-"
"68464000","MOGOTES","COL-"
"68464001","PALMAS","COL-"
"68464002","PITIGUAO","COL-"
"68464016","LOS CAUCHOS","COL-"
"68468000","MOLAGAVITA","COL-"
"68468002","EL JUNCO","COL-"
"68498000","OCAMONTE","COL-"
"68500000","OIBA","COL-"
"68500001","SAN PEDRO","COL-"
"68500003","MONJAS","COL-"
"68500004","PIE DE ALTO","COL-"
"68500005","LOMA DE HOYOS","COL-"
"68500006","PUENTE LLANO","COL-"
"68502000","ONZAGA","COL-"
"68502001","PADUA","COL-"
"68502002","SUSA","COL-"
"68502004","CAPILLA DEL CARMEN","COL-"
"68522000","PALMAR","COL-"
"68524000","PALMAS DEL SOCORRO","COL-"
"68533000","PÁRAMO","COL-"
"68547000","PIEDECUESTA","COL-"
"68547003","SEVILLA","COL-"
"68547006","TABLANCA","COL-"
"68547007","UMPALÁ","COL-"
"68547008","PESCADERO","COL-"
"68547016","CONDOMINIO RUITOQUE COUNTRY CLUB","COL-"
"68547018","BUENOS AIRES MESA RUITOQUE","COL-"
"68549000","PINCHOTE","COL-"
"68572000","PUENTE NACIONAL","COL-"
"68572002","CAPILLA","COL-"
"68572003","PROVIDENCIA","COL-"
"68572004","QUEBRADA NEGRA","COL-"
"68572009","ROBLES","COL-"
"68572012","PEÑA BLANCA","COL-"
"68572016","DELICIAS","COL-"
"68573000","PUERTO PARRA","COL-"
"68573001","CAMPO CAPOTE","COL-"
"68573002","LAS MONTOYAS","COL-"
"68573003","BOCAS DEL CARARE","COL-"
"68573004","AGUA LINDA","COL-"
"68575000","PUERTO WILCHES","COL-"
"68575001","BADILLO","COL-"
"68575003","BOCAS ROSARIO","COL-"
"68575004","CARPINTERO","COL-"
"68575005","CHINGALE","COL-"
"68575006","EL GUAYABO","COL-"
"68575007","EL PEDRAL","COL-"
"68575010","KILOMETRO 16","COL-"
"68575011","KILOMETRO 20","COL-"
"68575013","PATURIA","COL-"
"68575014","PRADILLA","COL-"
"68575015","PUENTE SOGAMOSO","COL-"
"68575018","VIJAGUAL","COL-"
"68575019","CAYUMBA","COL-"
"68575022","SITIO NUEVO","COL-"
"68575023","KILÓMETRO OCHO","COL-"
"68575024","SAN CLAVER","COL-"
"68575025","GARCOA CADENA","COL-"
"68615000","RIONEGRO","COL-"
"68615002","CUESTA RICA","COL-"
"68615004","LA SALINA","COL-"
"68615008","POPAS","COL-"
"68615009","LA CEIBA","COL-"
"68615011","LLANO DE PALMAS","COL-"
"68615012","MISIJUAY","COL-"
"68615013","PAPAYAL","COL-"
"68615017","VEINTE DE JULIO","COL-"
"68615024","LA MUSANDA","COL-"
"68615026","LA PLATANALA","COL-"
"68615027","LOS CHORROS (SAN JOSÉ)","COL-"
"68615031","SAN RAFAEL","COL-"
"68615033","SAN JOSE DE AREVALO","COL-"
"68615036","EL BAMBU","COL-"
"68655000","SABANA DE TORRES","COL-"
"68655001","LA GOMEZ","COL-"
"68655002","SABANETA","COL-"
"68655004","PROVINCIA","COL-"
"68655006","VERACRUZ KILOMETRO 80","COL-"
"68655008","PAYOA CINCO","COL-"
"68655009","PUERTO SANTOS","COL-"
"68655012","VILLA EVA","COL-"
"68669000","SAN ANDRÉS","COL-"
"68669005","LAGUNA DE ORTICES","COL-"
"68669007","PANGOTE","COL-"
"68673000","SAN BENITO","COL-"
"68673001","SAN BENITO","COL-"
"68673002","ALTO SAN ROQUE","COL-"
"68673003","SAN BENITO NUEVO","COL-"
"68673004","LA CARRERA","COL-"
"68673005","LAS CASITAS","COL-"
"68679000","SAN GIL","COL-"
"68682000","SAN JOAQUÍN","COL-"
"68682001","RICAURTE","COL-"
"68684000","SAN JOSÉ DE MIRANDA","COL-"
"68684003","TEQUIA","COL-"
"68684008","CUTALIGUA","COL-"
"68686000","SAN MIGUEL","COL-"
"68689000","SAN VICENTE DE CHUCURÍ","COL-"
"68689001","ALBANIA","COL-"
"68689012","YARIMA","COL-"
"68705000","SANTA BÁRBARA","COL-"
"68720000","SANTA HELENA DEL OPÓN","COL-"
"68720001","LA ARAGUA","COL-"
"68720002","CACHIPAY","COL-"
"68720004","PLAN DE ALVAREZ","COL-"
"68720005","SAN JUAN BOSCO DE LA VERDE","COL-"
"68745000","SIMACOTA","COL-"
"68745001","AGUA BLANCA","COL-"
"68745003","EL SALTO","COL-"
"68745004","GUAYABAL","COL-"
"68745005","CINCO MIL","COL-"
"68745006","LA LLANITA","COL-"
"68745007","VIZCAONA ALTA","COL-"
"68745008","VIZCAONA BAJA","COL-"
"68745009","LA ROCHELA","COL-"
"68745010","CIENAGA DEL OPON","COL-"
"68755000","SOCORRO","COL-"
"68770000","SUAITA","COL-"
"68770001","OLIVAL","COL-"
"68770002","SAN JOSÉ SUAITA","COL-"
"68770003","VADO REAL","COL-"
"68770008","TOLOTÁ","COL-"
"68773000","SUCRE","COL-"
"68773001","LA GRANJA","COL-"
"68773002","LA PRADERA","COL-"
"68773003","SABANA GRANDE","COL-"
"68773004","ARALES","COL-"
"68773011","PORVENIR","COL-"
"68773014","SAN ISIDRO","COL-"
"68780000","SURATÁ","COL-"
"68780001","CACHIRÍ","COL-"
"68780002","EL MOHAN","COL-"
"68780007","CARTAGUA","COL-"
"68780008","TURBAY","COL-"
"68820000","TONA","COL-"
"68820001","BERLÍN","COL-"
"68820002","LA CORCOVA","COL-"
"68820003","CARRIZAL","COL-"
"68820004","VEGAS","COL-"
"68820005","GRAMAL","COL-"
"68820006","PUERTO DEL LLANO","COL-"
"68855000","VALLE DE SAN JOSÉ","COL-"
"68855001","SANTA TERESA","COL-"
"68855004","EL CERRO","COL-"
"68855005","EL GUACAL","COL-"
"68855006","LA LAGUNA","COL-"
"68861000","VÉLEZ","COL-"
"68861001","ALTO JORDÁN","COL-"
"68861002","GUALILO","COL-"
"68861022","LOMALTA","COL-"
"68861023","ROPERO","COL-"
"68861024","LOS GUAYABOS","COL-"
"68867000","VETAS","COL-"
"68867001","BORRERO","COL-"
"68867002","TOSCA","COL-"
"68867003","VOLCAN","COL-"
"68872000","VILLANUEVA","COL-"
"68895000","ZAPATOCA","COL-"
"68895001","LA FUENTE","COL-"
"68895002","LA PLAZUELA","COL-"
"70001000","SINCELEJO","COL-"
"70001001","BUENAVISTA","COL-"
"70001002","CRUZ DEL BEQUE","COL-"
"70001003","CHOCHO","COL-"
"70001004","CERRITO DE LA PALMA","COL-"
"70001005","LA ARENA","COL-"
"70001006","LA CHIVERA","COL-"
"70001007","LA GALLERA","COL-"
"70001008","LA PEÑATA","COL-"
"70001009","LAGUNA FLOR","COL-"
"70001010","LAS HUERTAS","COL-"
"70001011","LAS MAJAGUAS","COL-"
"70001013","SABANAS DEL POTRERO","COL-"
"70001014","SAN ANTONIO","COL-"
"70001015","SAN MARTIN","COL-"
"70001016","SAN RAFAEL","COL-"
"70001017","BUENAVISTICA","COL-"
"70001018","LAS PALMAS","COL-"
"70001019","CASTAÑEDA","COL-"
"70001020","POLICARPA","COL-"
"70001021","SAN JACINTO","COL-"
"70001022","SAN NICOLAS","COL-"
"70001023","VILLA ROSITA","COL-"
"70110000","BUENAVISTA","COL-"
"70110004","LAS CHICHAS","COL-"
"70110005","LOS ANONES","COL-"
"70110006","PROVIDENCIA","COL-"
"70124000","CAIMITO","COL-"
"70124001","EL MAMÓN","COL-"
"70124002","SIETE PALMAS","COL-"
"70124003","ALFÉREZ","COL-"
"70124004","LOS CAYITOS","COL-"
"70124005","CANDELARIA","COL-"
"70124006","LA SOLERA","COL-"
"70124007","TOFEME","COL-"
"70124008","CEDEÑO","COL-"
"70124009","MOLINERO","COL-"
"70124010","NUEVA ESTACIÓN","COL-"
"70124011","LA MEJOA","COL-"
"70124012","LAS PAVITAS","COL-"
"70124013","NUEVA ESTRELLA","COL-"
"70124014","NUEVA FE","COL-"
"70124015","PAMPUMA","COL-"
"70204000","RICAURTE (COLOSÓ)","COL-"
"70204002","CHINULITO","COL-"
"70204004","EL CERRO","COL-"
"70204005","BAJO DON JUAN","COL-"
"70204006","EL OJITO","COL-"
"70204007","JONEY","COL-"
"70215000","COROZAL","COL-"
"70215001","CANTAGALLO","COL-"
"70215004","CHAPINERO","COL-"
"70215005","DON ALONSO","COL-"
"70215006","EL MAMÓN","COL-"
"70215009","HATO NUEVO","COL-"
"70215010","LAS LLANADAS","COL-"
"70215011","LAS TINAS","COL-"
"70215014","SAN JOSE DE PILETA","COL-"
"70215016","EL RINCON DE LAS FLORES","COL-"
"70215018","LAS PEÑAS","COL-"
"70215019","CALLE NUEVA","COL-"
"70215020","LA PANELA","COL-"
"70215021","LAS BRUJAS","COL-"
"70215022","VILLA NUEVA","COL-"
"70221000","COVEÑAS","COL-"
"70221001","BOCA DE LA CIÉNAGA","COL-"
"70221002","EL REPARO","COL-"
"70221003","GUAYABAL","COL-"
"70221004","PUNTA SECA","COL-"
"70221005","EL MAMEY","COL-"
"70230000","CHALÁN","COL-"
"70230001","LA CEIBA","COL-"
"70230002","ALEMANIA","COL-"
"70230003","MANZANARES","COL-"
"70233000","EL ROBLE","COL-"
"70233001","CALLEJÓN","COL-"
"70233002","CAYO DE PALMA","COL-"
"70233003","CORNETA","COL-"
"70233004","EL SITIO","COL-"
"70233005","LAS TABLITAS","COL-"
"70233006","PALMITAL","COL-"
"70233007","PATILLAL","COL-"
"70233008","PUEBLO NUEVO O GRILLO ALEGRE","COL-"
"70233009","RANCHO DE LA CRUZ","COL-"
"70233010","SAN FRANCISCO","COL-"
"70233011","SANTA ROSA","COL-"
"70233012","TIERRA SANTA","COL-"
"70233013","VILLAVICENCIO","COL-"
"70235000","GALERAS","COL-"
"70235001","BARAYA","COL-"
"70235002","SAN ANDRÉS DE PALOMO","COL-"
"70235003","SAN JOSÉ DE RIVERA","COL-"
"70235007","PUEBLO NUEVO II","COL-"
"70235009","PUEBLO NUEVO I (JUNÍN)","COL-"
"70235011","PUERTO FRANCO","COL-"
"70265000","GUARANDA","COL-"
"70265002","DIAZGRANADOS","COL-"
"70265004","GAVALDA","COL-"
"70265006","LA CONCORDIA","COL-"
"70265008","PALMARITICO","COL-"
"70265009","PUERTO LOPEZ","COL-"
"70400000","LA UNIÓN","COL-"
"70400001","CAYO DELGADO","COL-"
"70400002","PAJARITO","COL-"
"70400003","CASCARILLA","COL-"
"70400004","LAS PALMITAS","COL-"
"70400005","SABANETA","COL-"
"70400006","BOCA NEGRA","COL-"
"70400007","CONQUITOS","COL-"
"70400008","LA GLORIA","COL-"
"70400009","VILLA FATIMA","COL-"
"70418000","LOS PALMITOS","COL-"
"70418001","EL COLEY","COL-"
"70418002","EL PIÑAL","COL-"
"70418003","PALMAS DE VINO","COL-"
"70418004","SABANAS DE BELTRÁN","COL-"
"70418005","SABANAS DE PEDRO","COL-"
"70418006","HATILLO","COL-"
"70418007","NARANJAL","COL-"
"70418008","BIRMANIA","COL-"
"70429000","MAJAGUAL","COL-"
"70429002","EL NARANJO","COL-"
"70429005","LA SIERPITA","COL-"
"70429006","LAS PALMITAS","COL-"
"70429008","PIZA","COL-"
"70429009","PUEBLONUEVO","COL-"
"70429010","SAN ROQUE","COL-"
"70429011","SANTANDER","COL-"
"70429012","TOMALA","COL-"
"70429013","ZAPATA","COL-"
"70429014","SINCELEJITO","COL-"
"70429016","LEON BLANCO","COL-"
"70429017","EL PALMAR","COL-"
"70429021","SAN MIGUEL","COL-"
"70429022","LAS CANDELARIAS","COL-"
"70429023","LOS PATOS","COL-"
"70429024","MIRAFLORES","COL-"
"70429025","PALMARITO","COL-"
"70473000","MORROA","COL-"
"70473001","CAMBIMBA","COL-"
"70473002","EL RINCÓN","COL-"
"70473003","EL YESO","COL-"
"70473004","LAS FLORES","COL-"
"70473005","SABANETA","COL-"
"70473006","TUMBATORO","COL-"
"70473008","MEDELLON","COL-"
"70473009","SABANAS DE CALI","COL-"
"70473010","BRISAS DEL MAR","COL-"
"70508000","OVEJAS","COL-"
"70508001","ALMAGRA","COL-"
"70508002","CANUTAL","COL-"
"70508003","CANUTALITO","COL-"
"70508004","CHENGUE","COL-"
"70508005","DAMASCO","COL-"
"70508006","DON GABRIEL","COL-"
"70508007","EL FLORAL","COL-"
"70508008","EL PALMAR","COL-"
"70508009","FLOR DEL MONTE","COL-"
"70508011","LA PEÑA","COL-"
"70508012","OSOS","COL-"
"70508013","PIJIGUAY","COL-"
"70508014","SAN RAFAEL","COL-"
"70508015","SALITRAL","COL-"
"70508016","LOMA DEL BANCO","COL-"
"70508018","SAN RAFAEL ALTO","COL-"
"70508019","BAJO EUROPA","COL-"
"70508020","BAJO GRANDE","COL-"
"70508021","BAJO LA PALMA","COL-"
"70508022","CENTRO MULA","COL-"
"70508023","LOS ANDES","COL-"
"70508024","MEDELLON","COL-"
"70508025","MIRAMAR","COL-"
"70508026","PEDREGAL","COL-"
"70508027","SAN FRANCISCO","COL-"
"70508028","SANTA ROSA","COL-"
"70508029","SANTAFE","COL-"
"70508030","VILLA COLOMBIA","COL-"
"70508031","ZAPATO # 2 PIJIGUAY","COL-"
"70523000","PALMITO","COL-"
"70523001","ALGODONCILLO","COL-"
"70523002","GUAIMARAL","COL-"
"70523003","GUAIMI","COL-"
"70523005","CENTRO AZUL","COL-"
"70523006","CHUMPUNDUN","COL-"
"70523007","EL MARTILLO","COL-"
"70523008","EL PALMAR BRILLANTE","COL-"
"70523009","EL SABANAL","COL-"
"70523010","LOS CASTILLOS","COL-"
"70523011","MEDIA SOMBRA","COL-"
"70523012","PUEBLECITO","COL-"
"70523013","PUEBLO NUEVO","COL-"
"70523014","SAN MIGUEL","COL-"
"70670000","SAMPUÉS","COL-"
"70670001","BOSSA NAVARRO","COL-"
"70670002","CEJA DEL MANGO","COL-"
"70670003","ESCOBAR ABAJO","COL-"
"70670004","ESCOBAR ARRIBA","COL-"
"70670005","HUERTAS CHICAS","COL-"
"70670006","LA NEGRA","COL-"
"70670007","MATEO PÉREZ","COL-"
"70670008","PALITO","COL-"
"70670009","PIEDRAS BLANCAS","COL-"
"70670010","SABANALARGA","COL-"
"70670011","SAN LUIS","COL-"
"70670012","SEGOVIA","COL-"
"70670013","ACHIOTE","COL-"
"70670016","EL CAMPO","COL-"
"70670017","LOMA DE PIEDRA","COL-"
"70670018","MATA DE CAÑA","COL-"
"70670019","SILOE","COL-"
"70670020","LOS PEREZ","COL-"
"70670022","VILLA NUEVA","COL-"
"70678000","SAN BENITO ABAD","COL-"
"70678002","CUIVA","COL-"
"70678003","JEGUA","COL-"
"70678004","LA CEIBA","COL-"
"70678006","CORRAL VIEJO (LOS ANGELES)","COL-"
"70678007","PUNTA DE BLANCO","COL-"
"70678009","SAN ROQUE","COL-"
"70678010","SANTIAGO APOSTOL","COL-"
"70678011","DOÑA ANA","COL-"
"70678012","GUAYABAL","COL-"
"70678013","EL LIMÓN","COL-"
"70678015","LA VENTURA","COL-"
"70678020","PUNTA NUEVA","COL-"
"70678022","CIENAGA NUEVA","COL-"
"70678023","LAS DELICIAS","COL-"
"70678025","CISPATACA","COL-"
"70678026","SAN ISIDRO","COL-"
"70678027","VILLA NUEVA","COL-"
"70678028","CORRAL VIEJO","COL-"
"70678029","EL CAUCHAL","COL-"
"70678032","LA MOLINA","COL-"
"70678033","LAS CHISPAS","COL-"
